,id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
101400,3QTdMZBcOS0i5lWsbBGXLZ,The Light Is On,38,251427,0,['Christopher Cross'],['695W5F2Ih8dYahLdjVOIoH'],1979,0.71,0.395,11,-17.678,1,0.032,0.723,0.0918,0.0511,0.664,120.31,4
99834,70ZDCrQMd78KwBz477Hacb,"Sunshine - Live at Hammersmith Odeon, London, England - December 1973",11,599960,0,"[""The O'Jays""]",['38h03gA85YYPeDPd9ER9rT'],1974-09-02,0.439,0.481,5,-10.221,1,0.0803,0.447,3.97e-05,0.92,0.316,110.614,1
371620,7y3AXB4NQyQKHmWsw4vlOc,Varmı,31,246988,0,['Serdar Ortaç'],['7BJjzi0JHyDHAsmVe21dGa'],2010-05-14,0.821,0.766,1,-5.787,0,0.104,0.0263,1.14e-06,0.322,0.685,129.986,4
60419,17xdHtNm87n3oOLNa4jxCQ,Control,39,355773,0,['Janet Jackson'],['4qwGe91Bz9K2T8jXTZ815W'],1986-02-04,0.783,0.755,11,-13.341,1,0.0495,0.259,0.243,0.119,0.613,120.397,4
540056,0XGqiQK13byQT4AXW5wve3,Don't Cha,29,272467,0,"['The Pussycat Dolls', 'Busta Rhymes']","['6wPhSqRtPu1UhRCDX5yaDJ', '1YfEcTuGvBQ8xSD1f53UnK']",2010-01-01,0.873,0.643,1,-3.403,1,0.0907,0.0046,2.94e-06,0.135,0.535,120.0,4
153852,6KioOiN7xTcjhlYC88qkgb,Llora Alma Mía,50,261520,0,['Yoskar Sarante'],['5VcamBo0Goh74iFQDqj6Q4'],2000,0.894,0.564,11,-8.532,1,0.0458,0.257,0.000191,0.0448,0.956,131.994,4
365773,5mQz44OduYKfA080j1Wibe,Özlediğim,13,337218,0,['Melis Sökmen'],['0H83Ljg3YxbUzWx45WjDWL'],1992-03-11,0.603,0.392,5,-14.219,1,0.0343,0.68,1.85e-06,0.113,0.659,129.917,4
366600,5sEkfUEs5TnhO4Pp3h2pk3,Beni Anneme Götürün,23,302000,0,['Burhan Çaçan'],['0uc6hSyVbXHjRvEqeIpxMn'],1995-05-15,0.389,0.556,5,-7.465,0,0.0861,0.444,4.07e-06,0.0772,0.404,169.508,4
536409,6fb0vs074TkEOfEiyD3KeE,Descent,43,212800,1,['STEIN27'],['2A3rmRL2kja5NoroAGdZPb'],2020-08-21,0.68,0.561,10,-8.093,0,0.185,0.428,0.0,0.161,0.531,149.979,3
324556,71RWxtkSbaYbUEraMB8SxL,Delicado,19,155493,0,['Waldir Azevedo'],['62XT0ctjHC56OxRMdawQZM'],1967-01-02,0.548,0.595,9,-10.792,1,0.0288,0.114,0.712,0.182,0.8,100.737,4
263088,54ECXtmcnZBbyc87Aj9xIJ,Pozerám Na Svet,22,165680,1,['DMS'],['74T1WwwA8A9fXkT3jhk49D'],2008-01-01,0.46,0.877,10,-2.915,0,0.339,0.338,0.0,0.0624,0.755,94.672,4
270253,2jv73QnbmrJbJTwvaEt5Ss,夜半驚魂,11,232573,0,['Priscilla Chan'],['5SLOTZhruJRRGgIRtTSPc5'],1988-01-01,0.825,0.641,0,-14.026,0,0.0569,0.147,2.85e-05,0.0929,0.762,127.526,4
76307,2KeFEmC9tWtNaF2hZ7yLpm,"Ciega, Sordomuda",56,268187,0,['Shakira'],['0EmeFodog0BfCgMzAIvKQp'],2002,0.746,0.89,1,-5.126,1,0.0346,0.0416,2.6e-06,0.0903,0.917,119.982,4
3417,44V6IHKgmQhdPu6MVxFSlb,Chapter 38.2 & Chapter 39.1 - Dolina strachu,0,147904,0,['Arthur Conan Doyle'],['2AcBhTO6Q3zzUrfPKmskp3'],1927-08-26,0.71,0.288,1,-18.765,1,0.948,0.802,0.0,0.132,0.614,94.668,4
272016,22CdjyNuo5udD1Igu1acqD,回到拉薩,26,323244,0,['鄭鈞'],['5nbhd53CLcjfp7U8NDDzHw'],1994-06-30,0.633,0.467,9,-11.741,1,0.0311,0.0692,0.0,0.115,0.286,110.955,4
348245,483Mpgv3ri4eUD5mJvHnaI,El Canario,30,206000,0,['No Me Pises Que Llevo Chanclas'],['3ixCNjKCjaRIRP7LOy5GTk'],1994-07-13,0.632,0.954,11,-6.862,1,0.12,0.714,0.0,0.0956,0.535,114.144,4
118129,0d8aJLKZI1r4uOSLZBJaBK,The River,59,195680,0,['Good Charlotte'],['5aYyPjAsLj7UzANzdupwnS'],2007-03-16,0.439,0.945,1,-2.21,1,0.138,0.00677,0.0,0.166,0.455,161.954,4
510501,1hoE8b6uifBRZcWJPnlCSU,Boston,49,256360,0,['Kenny Chesney'],['3grHWM9bx2E9vwJCdlRv9O'],2005-01-25,0.673,0.54,7,-10.972,1,0.0455,0.738,9.85e-06,0.0903,0.629,165.831,4
300355,2c2QM7x721KtNva4g77PIT,My Destiny,43,289800,0,['Lionel Richie'],['3gMaNLQm7D9MornNILzdSl'],1992-01-01,0.738,0.835,8,-8.056,1,0.033,0.0509,0.0,0.0313,0.867,111.609,4
370868,5V0ntPgoNTn7KrFvjH67jk,Walking On A Dream,38,198440,0,['Empire of the Sun'],['67hb7towEyKvt5Z8Bx306c'],2008-01-01,0.87,0.699,5,-5.541,0,0.0459,0.245,6.76e-06,0.0588,0.726,126.967,4
251935,3DfFBLIBN69s2xzCouYYPW,Milla - Versão Estúdio,18,301467,0,['Netinho'],['3Qyjq5eQNKo5tHVmXyhvtB'],1997-01-06,0.63,0.638,4,-12.184,1,0.07,0.236,0.0,0.228,0.555,144.24,4
276656,3cPJW42rka4WukpqSSKyKu,動地驚天愛戀過,27,221227,0,['Ekin Cheng'],['2DNe29u3NiB7u8k8RS5IuD'],2009-12-11,0.591,0.504,7,-7.068,1,0.0291,0.604,1.36e-06,0.149,0.323,144.073,4
169540,5Mor1VBlDuYvNTUjD4MS40,No Volveré,41,186143,0,['Antonio Aguilar'],['0PN0fbe41KbuzlRYnoajNm'],1992-01-29,0.418,0.309,7,-8.844,1,0.0757,0.814,0.0,0.363,0.949,170.641,3
127918,4m3VFxVwSPk8VGoA9qcLRC,Somebody Should Leave,37,213560,0,['Reba McEntire'],['02rd0anEWfMtF7iMku9uor'],1984-10-15,0.544,0.169,1,-17.224,1,0.0283,0.272,1.46e-06,0.0831,0.39,98.649,4
572817,5Q3pnUau07CGVL8FHh9R81,Resound In Praise,27,357933,0,"['Ron Kenoly', ""Integrity's Hosanna! Music""]","['5UzGtBBwUB77l2ZI4fbfig', '72iDlGYfVrntfpKzmAv0Hn']",1994-01-01,0.533,0.772,1,-9.832,1,0.112,0.481,0.0,0.72,0.588,85.878,4
29957,4rk5vwfY0N9mVCrhHhYUKU,To Keep My Love Alive,22,216613,0,['Ella Fitzgerald'],['5V0MlUE1Bft0mbLlND7FJz'],1956-01-01,0.726,0.109,7,-13.355,1,0.0598,0.806,0.0,0.105,0.512,107.903,4
459297,3tPtHr5qtFcfbo0yrtx3c5,Mon C.V.,26,208800,0,['Tonton David'],['0g0Ri0neq1loE4E1sgj4tc'],1991-11-01,0.749,0.548,9,-13.405,1,0.37,0.0787,0.0,0.0223,0.976,190.801,4
157398,0uw9huLXX2ne9bkisvYUFH,Te Hubieras Ido Antes,58,193071,0,['Pipe Bueno'],['4RXxwBtdt6k1YNyyAyiOng'],2015-01-27,0.758,0.396,0,-6.687,1,0.0393,0.829,0.0,0.173,0.887,150.036,3
345333,3oyzyCPKjbAbEC27Q5xfOv,I Concentrate on You - 2014 Remastered Version,5,229715,0,['Johnny Hartman'],['7qVvIFc9DktkAc0HKzRhNo'],1956-11-01,0.335,0.285,8,-10.886,1,0.0375,0.841,0.00143,0.11,0.142,116.906,4
571217,2QVS1xIfI90tuBUKmcjluG,My Melody Of Love,13,210187,0,['Ray Conniff'],['7LfRnzGM0wRSyS5mmAwJbv'],1975-10-17,0.45,0.49,8,-12.441,1,0.0347,0.659,1.26e-05,0.0864,0.471,85.813,4
410462,38pvsabdGlMrGKrlsOOOo1,媽媽我也真勇健,6,229880,0,['文夏'],['6WLXtvSQ2rcc7BTL0ftqxV'],1990-02-01,0.763,0.393,7,-13.728,1,0.0343,0.119,0.000646,0.108,0.965,121.963,4
277016,1qJ6HHAlajckYox9OghTHb,HOOT,44,197627,0,"[""Girls' Generation""]",['0Sadg1vgvaPqGTOjxu0N6c'],2010-01-01,0.684,0.977,7,-1.971,0,0.0561,0.0615,9.64e-06,0.843,0.925,128.063,4
485539,38S1Ek8yv2vac4fuo0UWrZ,072 - Dreckiger Deal - Teil 05,35,83493,0,['Die drei ???'],['3meJIgRw7YleJrmbpbJK6S'],1996-10-08,0.614,0.451,1,-13.361,1,0.679,0.276,0.0,0.473,0.535,87.657,1
152667,7Lc0ddPnrZlO2NwZ97dvni,Peito Sadio,43,197267,0,['Zé Carreiro E Carreirinho'],['61ygREfQA3ENGYL9WqsLiX'],1997-03-08,0.742,0.336,2,-10.527,1,0.0455,0.708,0.0,0.103,0.903,77.367,4
36503,3VbGCXWRiouAq8VyMYN2MI,Love Me Do - Remastered 2009,69,141693,0,['The Beatles'],['3WrFJ7ztbogyGnTHbHJFl2'],1963-03-22,0.52,0.829,0,-6.228,1,0.0806,0.386,6.2e-05,0.227,0.744,147.997,4
364986,6cjcMUTLA1LLIGmIsL5rVd,Kıskanırım,17,278533,0,['Zeki Müren'],['0ZZDIo31D35xGrXYTodWrL'],1990-05-29,0.364,0.603,0,-11.636,1,0.151,0.713,0.0,0.262,0.553,119.865,4
271024,0Sb1ZqFyABe7TkpiABelaO,是緣是債是場夢,29,285000,0,['劉錫明'],['0vAqEPVSSBJm1aluwxP5zd'],1991-11-12,0.576,0.34,11,-14.028,1,0.0284,0.618,1.1e-05,0.12,0.209,96.008,4
12813,1GS9stLIrmd9o0BfRHEpo4,"Quatuor à cordes No. 14 in G Major, K. 387: IV. Molto allegro",0,312787,0,"['Wolfgang Amadeus Mozart', 'Juilliard String Quartet']","['4NJhFmfw43RLBLjQvxDuRS', '10viy7E6l3QXaWVz1PuGGP']",1938,0.382,0.171,2,-15.39,1,0.0386,0.951,0.577,0.425,0.519,84.473,4
203228,5DmUE7F9Uc2e79ehKTjwDw,The End of the World,17,181480,0,['Eddy Arnold'],['5QsUbpxSE8lCZ5ga5rnD22'],1964-05-30,0.21,0.143,1,-17.702,1,0.0344,0.717,0.00124,0.51,0.347,97.955,3
22976,7rkxraJMMpCy0KqmzAHJgN,L'Amore È Una Cosa Meravigliosa,8,181800,0,['Nilla Pizzi'],['0Aa0gR6RQfMmo529QX1Gbh'],1949-01-01,0.322,0.0696,8,-21.06,1,0.0286,0.991,0.8,0.102,0.0802,81.962,4
329373,46HXuy4HtQlDeNAGR5fafD,Kapitel 07 - im Orient (Folge 050),33,96631,0,['Bibi Blocksberg'],['3t2iKODSDyzoDJw7AsD99u'],1991-01-01,0.655,0.528,1,-14.847,1,0.926,0.699,0.0,0.143,0.517,67.649,5
122507,3iIsb9bEcXTs7KHv8Zh90M,Pictures at an Exhibition: Tuileries,0,51867,0,"['Modest Mussorgsky', 'William Kapell']","['284mnx33IWcymQEpMxyfHl', '5qsrEqlTIFVbXBB2xd7qoh']",1945,0.368,0.00884,3,-28.374,0,0.0759,0.994,0.919,0.112,0.216,163.453,4
423979,7CDMQcbQNSOgSlOtKocafK,La Negra Catalina,33,157733,0,['Mexicano'],['5LsvX0qNNtRQgnkzJlKbwL'],1993-02-18,0.951,0.803,5,-7.124,1,0.0387,0.386,2.22e-06,0.035,0.984,108.134,4
7311,65QG9rELiBntWLCHl3VmSF,Dinah,9,171760,0,['with Studio Orchestra'],['3wW4xjHzqXEXOWfjKvAng1'],1932,0.589,0.25,5,-15.511,1,0.071,0.987,0.198,0.136,0.786,126.192,4
492201,4dWiIovDWvpcM4JNComGtz,New York,38,234213,0,['Eskimo Joe'],['3yW6jTzGjHUUkLvLkjLOVn'],2006-06-10,0.603,0.835,8,-5.977,0,0.0308,0.0206,0.0023,0.0972,0.326,124.997,4
10859,029venBCEM6m5WqOuHkGav,Ore Aaj Bharater Nabajatra Pathe,0,197991,0,['Dhirendranath Das'],['3DScD9r1LH5vmFv9iVYujL'],1936-12-31,0.661,0.196,1,-12.879,1,0.138,0.991,0.000915,0.309,0.759,70.285,3
239923,08UYgDCyUlhBQ9XqZnEhYu,Sing to Me,18,139347,0,['The Millennium'],['2C49JSiNeHN0xwLQCohpyY'],1968,0.557,0.587,7,-11.348,1,0.054,0.0258,1.8e-06,0.0987,0.276,125.63,4
35719,5rPqo5uyPn5MDoJkkiu8Nr,Night on Bald Mountain,38,660867,0,"['Modest Mussorgsky', 'Leonard Bernstein', 'New York Philharmonic']","['284mnx33IWcymQEpMxyfHl', '2LmyJyCF5V1eQyvHgJNbTn', '3gacryguGmpmCvgPGt2CBI']",1962,0.316,0.244,2,-18.218,1,0.0431,0.911,0.816,0.182,0.0642,105.101,4
75751,4hf0hL4kWyjWztZzVsM39V,God Put a Smile upon Your Face,63,297307,0,['Coldplay'],['4gzpq5DPGxSnKTe4SA8HAU'],2002-08-08,0.611,0.556,9,-5.761,1,0.0288,0.175,7.14e-05,0.0359,0.252,126.532,4
140253,372U80HGecWFbCkEDo3ed7,Nothing Takes the Place of You,7,210200,0,['William Bell'],['0mFoqJiNDtYntypvy6roGR'],1967,0.572,0.0872,9,-20.411,1,0.033,0.739,2.15e-05,0.0702,0.41,139.755,3
215706,3ZR1sXeLOwxDuNshV8BKPu,Tantina,33,473627,0,['Soukous Stars'],['7wcl2LtA0w6O3KveN0Nico'],1993-01-01,0.698,0.757,0,-10.892,1,0.0328,0.553,0.000104,0.0817,0.835,133.479,4
183550,1XKnhfg0q2Bn6WuMT9qnOE,Talkin' Blues - Alternate Version,37,277253,0,['Bob Marley & The Wailers'],['2QsynagSdAqZj3U9HgDzjD'],1991-02-04,0.796,0.484,9,-9.484,1,0.244,0.158,5.51e-05,0.0607,0.776,140.812,4
295480,49Xnvarf4R6N8l0DomJzMT,Mind Games,49,164000,1,['MG'],['6SWOdiks4Ac3lMM8NCqDm0'],2020-07-17,0.761,0.726,6,-6.523,1,0.0522,0.728,4.63e-06,0.107,0.631,109.975,4
139414,7vvnz6fQL16iWA0X8WDWy8,"Hello, Dolly!",19,342533,0,"['Carol Channing', 'Hello, Dolly! Ensemble']","['3DKPVHC4GzISLpUdAapGiZ', '7wVM3hybnRXz1aY0u1hdAY']",1964,0.397,0.151,5,-18.755,1,0.0389,0.94,0.0,0.819,0.36,114.403,4
360427,03OwtkeHmoMT8JY3kv8WhF,Kucinta Kau Apa Adanya,57,265280,0,['Once Mekel'],['57rIw0vk3eEuJlVblR4CrE'],2012,0.533,0.444,2,-7.794,1,0.0238,0.522,0.00019,0.129,0.319,76.977,3
126976,2nOkKjTkLvKeebQEHUB3Hi,Nasty Dogs and Funky Kings - 2005 Remaster,34,162347,0,['ZZ Top'],['2AM4ilv6UzW0uMRuqKtDgN'],1975-04-18,0.459,0.851,2,-8.444,1,0.0619,0.0148,0.0306,0.374,0.847,88.086,4
462849,3NnUnNaLnwHZMpnQUF1lHs,Healing Dub,47,364000,0,['Rakoon'],['6a6yqBUTk6XxSsrstQIBQ6'],2015-07-23,0.728,0.708,4,-8.239,0,0.0301,0.000706,0.823,0.149,0.334,110.03,4
453820,21UPgYoW74iDIdVkiWt2cD,World of Hurt,40,234067,0,['Ilse DeLange'],['3FTKP1k9VbOng3m1rgnsqx'],1998-07-31,0.868,0.468,11,-9.83,1,0.0385,0.618,0.000217,0.133,0.643,98.939,4
575522,7eP2WuhwRgLFDCmOGdrgHc,Canon in D,56,155220,0,['Baby Lullaby Academy'],['5E9Xn7QuCD3VYCuBqLxBdY'],2015-11-24,0.517,0.00627,6,-38.112,1,0.0413,0.99,0.939,0.0856,0.159,69.993,4
7063,5YKIvK0wqBf9Arx7dx5f3p,Consuelo - Remasterizado,0,183000,0,"['Francisco Canaro', 'Charlo']","['2maQMqxNnlRrBrS1oAsrX9', '3Ry0Bx0jq7Z6nbzTfcsvkL']",1931-12-11,0.755,0.3,4,-10.576,1,0.0629,0.995,0.00679,0.101,0.832,123.005,4
217876,0fHJYpDCcAD3mvRUr1N2cO,Escombros,49,232160,0,['La Suprema Corte'],['2oQSuDSAp77ozD3JqzEbEm'],2012-03-27,0.677,0.886,4,-5.276,0,0.0477,0.605,0.00495,0.0679,0.866,175.98,4
56694,32qGFJqweMFsGvsxRKgdjk,Säg mig var du står,54,229667,0,['Carola'],['3uFum0NCM1PtmCO0MwsOAt'],1983-03-26,0.671,0.703,3,-4.347,1,0.0365,0.396,0.00011,0.105,0.564,115.313,4
504401,0hhiyhOO8qPFQjcaiVOkCV,Schlager-Medley,36,232880,0,['Marc Pircher'],['7pNnbFPWqtDSdSeNydTPbJ'],2006-01-01,0.697,0.945,2,-4.276,1,0.0445,0.0745,0.0,0.108,0.968,139.964,4
468681,23vluNG7iMz739L19jr64u,New Year of Mother Earth Best Tunes,5,56000,0,['Natural Rain for Baby Sleep'],['2YnzKlRllo4d7g8of9ZL5U'],2021-01-01,0.172,0.379,9,-24.579,0,0.0566,0.77,0.95,0.391,0.0328,121.855,5
199213,78XZ5fkNO5tudgWyxyziXH,Descara (Remix),47,302926,1,"['Yomo', 'Wisin & Yandel']","['4myAXQmMuS1lZe8T6Y7eBg', '1wZtkThiXbVNtj6hee6dz9']",2008,0.759,0.878,8,-4.587,0,0.184,0.159,8.89e-05,0.84,0.71,89.986,4
193082,5ylSx7NURdp7559JuEfopl,Siervo de Amor,19,192933,0,['Monchy Capricho'],['0R8lrNHlo9m4xovk3wbBua'],1980-11-20,0.544,0.664,7,-9.0,0,0.0523,0.49,0.0,0.0997,0.807,145.445,4
50029,4nvhqRjU0YeSY7xSDu2Ynn,ברוש,43,176000,0,['Ariel Zilber'],['1sQgQ7NSPks2KIrPPm6aDJ'],1976-01-01,0.777,0.334,5,-11.531,1,0.0336,0.308,0.0,0.102,0.779,117.743,4
238557,6pe7yHmeTlX3irKXkwPKiC,Me sostendrá,54,325199,0,['Majo y Dan'],['0cEa9u1e3cDLXCZxxiuEmi'],2019-05-01,0.496,0.651,1,-5.638,1,0.0293,0.0707,1.16e-05,0.101,0.106,140.042,4
94468,47rD8bamwAwAutxjbHHpIW,Pardesi Balam Aai Ghata Ghanghor,0,162000,0,['Zeenat Begum'],['7zgBJhbZfgPBt9xP1Wq1wt'],1946-12-31,0.641,0.213,10,-11.599,1,0.116,0.987,0.115,0.106,0.596,89.303,4
565356,3abSifJdTiEQdj9PCUhikM,Gaffy,9,204414,0,['Hanna Konieczna'],['1JjCcFDCcqd6RAsyTM6qjP'],1968-08-16,0.501,0.324,10,-8.875,1,0.0394,0.684,0.0,0.339,0.356,74.506,4
396188,5RjCxsGJ29NAmY3CfHHPWL,I vitelloni,36,119880,0,['Bobo Rondelli'],['3neR2cHI90n6tbRKep1Z8F'],2002,0.529,0.391,9,-8.767,0,0.0603,0.654,1.48e-06,0.0726,0.76,158.654,4
440451,155UtSHi7avJXXAVnXpHwG,Go for It - 2002 Remaster,25,187373,0,['Stiff Little Fingers'],['2bt3I0VkmYuPvP57sxokab'],1981,0.527,0.836,2,-12.447,1,0.0366,9.21e-06,0.888,0.124,0.94,115.19,4
535569,6ljYSc2fSTrhycppIpdh3F,Padak,29,208973,0,['Wohnout'],['0ZDbrXYXNaO94VjgXjdFh7'],2011-06-16,0.672,0.828,0,-7.375,0,0.0481,0.0188,1.62e-05,0.0897,0.769,140.015,4
139017,0pdikqE3inaFMjfUNDOmF0,"Lover, Come Back To Me",19,137067,0,['Barbra Streisand'],['7jmTilWYlKOuavFfmQAcu6'],1963-08,0.335,0.373,0,-11.394,1,0.0788,0.688,0.0,0.345,0.766,210.241,4
242394,3E0mAjpdmPOKkCzLxlMaPk,"Papua New Guinea - 7"" Original",35,231973,0,['The Future Sound Of London'],['2qhmNI4ZHPpeDutdg473Z3'],1992,0.595,0.723,8,-13.668,1,0.0424,0.000991,0.934,0.0915,0.733,125.623,4
397627,4emN0MkKDuGAdeDGxBlAML,S.e.n.i.c.a.r.,57,205720,1,"['Marracash', 'Guè Pequeno']","['5AZuEF0feCXMkUCwQiQlW7', '7F2utINZ6tSokSiZTQBE27']",2011-01-01,0.653,0.903,1,-2.723,0,0.0382,0.234,0.0,0.106,0.764,142.025,4
475355,2itdF45924AzHsGzq0ys72,Cada Pequeña Muerte,37,196120,0,['Indio Solari y los Fundamentalistas del Aire Acondicionado'],['0nUGkxUncFeXt0Dr0hhrc4'],2013,0.426,0.924,6,-3.094,1,0.0377,1.12e-05,0.00111,0.544,0.436,175.866,4
507945,0zs1vZKaxsStIrvXZ57esp,Darabokra Szakítod A Szívemet,29,245147,0,['Baby Gabi'],['5RMs8rTEiyZXVNIlG5tOnU'],2004-10-01,0.743,0.978,4,-5.723,0,0.0351,0.592,0.0,0.065,0.965,115.988,4
579076,0Pc57MfSa9WCfmmU0oGUvC,"Tintin i Kongo, del 33",20,57080,0,"['Tintin', 'Tomas Bolme', 'Bert-Åke Varg']","['6aMD1KAa5i3Myy61cR8FiW', '7HjbJ8V87zrxkSzL1KieQk', '71ADe4Zg9UyE8WQEHbJSXM']",1984-07-17,0.66,0.494,8,-16.257,0,0.958,0.776,0.0,0.443,0.491,101.62,4
434307,2W6ysQKAmbfRbMV5HVUUDO,Intimidade,42,295160,0,['Antonio Cirilo'],['4wBBDf0QcQX0l1UVbBbrLz'],2001,0.412,0.102,11,-16.856,1,0.0327,0.913,2.08e-05,0.096,0.214,103.96,4
139299,1oEkD9W4aYdVPrVazTeKkD,Roddy McCorley,22,165080,0,['The Dubliners'],['72RvmgEg2omdlMV9aExO6a'],1964-01-01,0.449,0.676,2,-8.236,1,0.034,0.894,0.0201,0.684,0.595,123.388,4
425795,6hZFTHGFwLWWiaGq73Z3p8,En Eso No Quedamos,52,177307,0,['Lalo Mora'],['77Gf2HJPvVREGVNEV8goPZ'],2004-01-01,0.765,0.519,11,-5.504,0,0.0887,0.204,0.0,0.123,0.571,91.367,4
162907,2w8RsllVXxCAzSGIt3vIga,Julle,22,391992,0,['Kari-Juhani Myyrä'],['3WQFbILNTb1Za0hjs7rsC9'],1971,0.637,0.0927,0,-23.036,1,0.945,0.871,0.0,0.185,0.302,81.127,4
269043,7BzbrT9ZLD26DC8ygbAvZu,"12 Etudes, Op.10: No.8 In F",23,140013,0,"['Frédéric Chopin', 'Maurizio Pollini']","['7y97mc3bZRFXzT2szRM4L4', '2VIdKQmRHnWofsR4odfFOh']",1984-01-01,0.275,0.193,5,-21.594,1,0.0326,0.986,0.915,0.114,0.317,86.285,4
480665,7JwyKyBWo65WaJA6zcYxjR,My,42,206187,0,['Myslovitz'],['3sntDD4Y2K97qvDq3GPqZ5'],1999,0.595,0.644,0,-9.071,1,0.0295,0.0553,0.0077,0.076,0.572,121.399,4
315708,0bs9XgOKgPIOwCwPxnEipL,Old Man,1,268887,0,['Spilverk þjóðanna'],['3wa3kNJoYgtVvn7vObUFyc'],1975-01-01,0.476,0.149,4,-20.541,0,0.0288,0.511,6.21e-05,0.0857,0.125,82.643,4
183508,0fwLOmnvp9xFqBoiLBa9o2,Scene 1: Rollcall & Recap,22,219093,1,['The 12th Man'],['0IDBBKhe33nSK0gnDq0I1J'],1990-02-01,0.656,0.902,5,-7.904,1,0.656,0.827,0.0,0.499,0.604,107.697,3
561888,440eBTx4sUXasDN7Wh9WUz,VS,45,216893,0,['BLUE ENCOUNT'],['1CWmF1EcrKoWIbZt9Ivfg2'],2018-03-21,0.392,0.946,0,-1.893,1,0.1,0.000896,0.0,0.322,0.444,81.528,4
333744,0YfARVer2lzNsnqLOlATa6,Me Voy Lejos,44,140132,0,['Antonio Aguilar'],['0PN0fbe41KbuzlRYnoajNm'],2007-04-23,0.489,0.25,5,-6.484,1,0.0516,0.912,0.0,0.211,0.628,145.891,4
257362,7eU6TdPiFKVGtKHnzFf0a0,O sacrum convivium - Antiphona (tonus monasticus) in Honorem SS. Sacramenti,26,76951,0,"['Gregorian Chant', 'Benedictine Monks of the Abbey of St. Maurice & St. Maur, Clevaux']","['0Hu0feSkb1IIG0PbZ5P2s9', '6bYu83C0X8Qej7nIk3X5GF']",1960-01-01,0.245,0.177,1,-19.114,1,0.0342,0.992,0.022,0.0929,0.0735,128.774,4
131255,3mUvGyXPLvmzYVPgE2ueTs,Just A Dream - Mixed,0,374601,0,['Seraphine'],['2CJXY6tcWEolm2cthfW8dM'],2020-05-28,0.785,0.493,10,-12.538,0,0.0708,0.00073,0.877,0.145,0.48,123.011,4
573025,3FZlurdcmTtQ8wVJMeGd2R,Himig Ng Pasko,21,219336,0,['Gary Valenciano'],['0RHiqaoRCsFLPeEuj3OQz4'],1996,0.489,0.263,2,-17.235,1,0.0253,0.442,7.31e-05,0.105,0.258,99.743,3
144293,10VIGvP42R2kP2LzgKHpdK,Esa Prieta,25,262111,0,['Johnny Pacheco'],['09947uhj2ZwU9mFXK5v50o'],1977-11-01,0.554,0.473,7,-11.622,1,0.0651,0.775,0.0181,0.0319,0.908,86.801,4
440468,4H3ro6fNsPNvMhAgpf8n7n,Mhórag's na horo Gheallaidh,28,103533,0,['Clannad'],['0BkAYxgwF9VQiid4wI07yJ'],1982-01-01,0.481,0.143,5,-19.293,1,0.0418,0.915,0.0,0.0947,0.473,94.927,4
31281,0lXrfs0sE4ZaaVypUKB9l1,I Got Rhythm,20,144040,0,['Mark Murphy'],['3NSAbrtudtKqp7j0C4bqxQ'],1957-01-01,0.449,0.223,9,-15.59,0,0.0903,0.624,0.0,0.254,0.485,75.664,4
580123,6pmvLkU9V33O9menHYyprl,Hon sa,25,194000,0,['Anders Glenmark'],['7gfRiWYacImpHbcXRpIl5F'],1990-01-26,0.679,0.488,5,-12.662,1,0.0607,0.0504,0.0,0.0924,0.97,167.108,4
296800,7yGR8R1HgQJeW6s3KRuyGS,It's My Life,47,187613,0,['The Animals'],['3ICflSq6ZgYAIrm2CTkfVP'],1965-09-01,0.551,0.704,1,-4.798,1,0.0344,0.000403,0.000104,0.0993,0.677,122.85,4
300289,1WaEl2RKIUq7gxakfucrch,Pennywise,36,97840,0,['Pennywise'],['6i0KVTOvm96T55mbp742ks'],1991-10-22,0.347,0.983,9,-4.023,1,0.0915,0.00527,0.0,0.19,0.655,94.277,4
471100,3jVqWbGihUI0LAvwoA2FzH,Chanaynay,60,192252,1,['wewantwraiths'],['3LYyk2fBTwdAw3aN6hrrY2'],2020-09-16,0.478,0.588,6,-8.239,0,0.311,0.0126,0.0,0.303,0.495,94.238,4
320599,03g7hMjA261TbrkQLSK56F,Bachelorette,7,314723,0,['Björk'],['7w29UYBi0qsHi5RTcv3lmA'],2002,0.447,0.868,0,-7.212,0,0.0653,0.0397,2.85e-06,0.0745,0.341,96.901,4
428639,05A13kq7t1w0t71w0NmXnW,Meu Pão de Cada Dia,7,126602,0,['Núbia Lafayette'],['469t9VjpTgNG6KsE628xp6'],1963,0.42,0.399,0,-8.459,0,0.0292,0.724,0.0,0.115,0.644,86.787,4
4130,160hK8m2KjDRrINs2xVSg0,Cuando Volverás - Remasterizado,0,152080,0,['Ignacio Corsini'],['5LiOoJbxVSAMkBS2fUm3X2'],1928-05-14,0.657,0.122,9,-19.126,0,0.0737,0.995,0.0495,0.155,0.587,124.938,4
104519,2tY2rby99B1lAUN2X8uWOB,Rules,25,232467,0,['Anita Baker'],['46CH1Gp8l8QVly8bpG9JFG'],1988-10-18,0.66,0.552,9,-9.454,0,0.0261,0.53,1.59e-06,0.247,0.523,100.968,4
